Pick Out,Family,Name (Stat Block),Name (As in Rule Book),AC:,Special,HD:,HD Sort #:,# Atk: ,Damage: ,Mvmt: ,# App: ,Save As: ,Morale: ,Treasure:,XP: ,Source,Quick Stats (Parenthesis),Quick Stats (Colon:),Parenthesis Text only,Colon Text only,Check vs. Rulebook
9,HUMANOID,Ogre Bully armored,Ogre,17,,8+2,8,1 weapon,2d6 with ogre weapon (+4 with normal weapon),20',1 per lair 10+,F8,11,see Ogre,875,Rulebook,"Ogre Bully armored (AC 17, HD 8+2, #At 1 weapon, Dam 2d6 with ogre weapon (+4 with normal weapon), Mv 20', Sv F8, Ml 11)","Ogre Bully armored: AC 17, HD 8+2, #At 1 weapon, Dam 2d6 with ogre weapon (+4 with normal weapon), Mv 20', Sv F8, Ml 11","Ogre Bully armored (AC 17, HD 8+2, #At 1 weapon, Dam 2d6 with ogre weapon (+4 with normal weapon), Mv 20', Sv F8, Ml 11)","Ogre Bully armored: AC 17, HD 8+2, #At 1 weapon, Dam 2d6 with ogre weapon (+4 with normal weapon), Mv 20', Sv F8, Ml 11","Ogre: AC 17, HD 8+2, #At 1 weapon, Dam 2d6 with ogre weapon (+4 with normal weapon), Mv 20', Sv F8, Ml 11, XP 875, #Ap 1 per lair 10+"
9,HUMANOID,Ogre Bully unarmored,Ogre,13,,8+2,8,1 weapon,2d6 with ogre weapon (+4 with normal weapon),40',1 per lair 10+,F8,11,see Ogre,875,Rulebook,"Ogre Bully unarmored (AC 13, HD 8+2, #At 1 weapon, Dam 2d6 with ogre weapon (+4 with normal weapon), Mv 40', Sv F8, Ml 11)","Ogre Bully unarmored: AC 13, HD 8+2, #At 1 weapon, Dam 2d6 with ogre weapon (+4 with normal weapon), Mv 40', Sv F8, Ml 11","Ogre Bully unarmored (AC 13, HD 8+2, #At 1 weapon, Dam 2d6 with ogre weapon (+4 with normal weapon), Mv 40', Sv F8, Ml 11)","Ogre Bully unarmored: AC 13, HD 8+2, #At 1 weapon, Dam 2d6 with ogre weapon (+4 with normal weapon), Mv 40', Sv F8, Ml 11","Ogre: AC 13, HD 8+2, #At 1 weapon, Dam 2d6 with ogre weapon (+4 with normal weapon), Mv 40', Sv F8, Ml 11, XP 875, #Ap 1 per lair 10+"
9,HUMANOID,Orc,Orc,14 (11),,1,1,1 weapon,1d8 or by weapon,30' Unarmored 40',2d4 Wild 3d6 Lair 10d6,F1,8,D,25,Rulebook,"Orc (AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8)","Orc: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8","Orc (AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8)","Orc: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8","Orc: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8, XP 25, #Ap 2d4 Wild 3d6 Lair 10d6"
9,HUMANOID,Orc armored,Orc,14,,1,1,1 weapon,1d8 or by weapon,30',2d4 Wild 3d6 Lair 10d6,F1,8,D,25,Rulebook,"Orc armored (AC 14, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F1, Ml 8)","Orc armored: AC 14, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F1, Ml 8","Orc armored (AC 14, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F1, Ml 8)","Orc armored: AC 14, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F1, Ml 8","Orc: AC 14, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F1, Ml 8, XP 25, #Ap 2d4 Wild 3d6 Lair 10d6"
9,HUMANOID,Orc unarmored,Orc,11,,1,1,1 weapon,1d8 or by weapon,40',2d4 Wild 3d6 Lair 10d6,F1,8,D,25,Rulebook,"Orc unarmored (AC 11, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F1, Ml 8)","Orc unarmored: AC 11, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F1, Ml 8","Orc unarmored (AC 11, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F1, Ml 8)","Orc unarmored: AC 11, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F1, Ml 8","Orc: AC 11, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F1, Ml 8, XP 25, #Ap 2d4 Wild 3d6 Lair 10d6"
9,HUMANOID,Orc Chief armored,Orc Chief,15,,4,4,1 weapon,1d8+1 or by weapon+1 (strength),20',1 in 12,F4,9,D,240,Rulebook,"Orc Chief armored (AC 15, HD 4, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F4, Ml 9)","Orc Chief armored: AC 15, HD 4, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F4, Ml 9","Orc Chief armored (AC 15, HD 4, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F4, Ml 9)","Orc Chief armored: AC 15, HD 4, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F4, Ml 9","Orc Chief: AC 15, HD 4, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F4, Ml 9, XP 240, #Ap 1 in 12"
9,HUMANOID,Orc Chief unarmored,Orc Chief,11,,4,4,1 weapon,1d8+1 or by weapon+1 (strength),40',1 in 12,F4,9,D,240,Rulebook,"Orc Chief unarmored (AC 11, HD 4, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F4, Ml 9)","Orc Chief unarmored: AC 11, HD 4, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F4, Ml 9","Orc Chief unarmored (AC 11, HD 4, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F4, Ml 9)","Orc Chief unarmored: AC 11, HD 4, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F4, Ml 9","Orc Chief: AC 11, HD 4, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 40', Sv F4, Ml 9, XP 240, #Ap 1 in 12"
9,HUMANOID,Orc King armored,Orc King,16,,6,6,1 weapon,1d8+2 or by weapon+2 (strength),20',1 in lairs 30+,F6,9,D,500,Rulebook,"Orc King armored (AC 16, HD 6, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F6, Ml 9)","Orc King armored: AC 16, HD 6, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F6, Ml 9","Orc King armored (AC 16, HD 6, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F6, Ml 9)","Orc King armored: AC 16, HD 6, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F6, Ml 9","Orc King: AC 16, HD 6, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 20', Sv F6, Ml 9, XP 500, #Ap 1 in lairs 30+"
9,HUMANOID,Orc King unarmored,Orc King,11,,6,6,1 weapon,1d8+2 or by weapon+2 (strength),40',1 in lairs 30+,F6,9,D,500,Rulebook,"Orc King unarmored (AC 11, HD 6, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F6, Ml 9)","Orc King unarmored: AC 11, HD 6, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F6, Ml 9","Orc King unarmored (AC 11, HD 6, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F6, Ml 9)","Orc King unarmored: AC 11, HD 6, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F6, Ml 9","Orc King: AC 11, HD 6, #At 1 weapon, Dam 1d8+2 or by weapon+2 (strength), Mv 40', Sv F6, Ml 9, XP 500, #Ap 1 in lairs 30+"
9,HUMANOID,Orc Warrior armored,Orc Warrior,14,,2,2,1 weapon,1d8 or by weapon,30',1 in 8,F2,9,D,75,Rulebook,"Orc Warrior armored (AC 14, HD 2, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F2, Ml 9)","Orc Warrior armored: AC 14, HD 2, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F2, Ml 9","Orc Warrior armored (AC 14, HD 2, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F2, Ml 9)","Orc Warrior armored: AC 14, HD 2, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F2, Ml 9","Orc Warrior: AC 14, HD 2, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F2, Ml 9, XP 75, #Ap 1 in 8"
9,HUMANOID,Orc Warrior unarmored,Orc Warrior,11,,2,2,1 weapon,1d8 or by weapon,40',1 in 8,F2,9,D,75,Rulebook,"Orc Warrior unarmored (AC 11, HD 2, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F2, Ml 9)","Orc Warrior unarmored: AC 11, HD 2, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F2, Ml 9","Orc Warrior unarmored (AC 11, HD 2, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F2, Ml 9)","Orc Warrior unarmored: AC 11, HD 2, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F2, Ml 9","Orc Warrior: AC 11, HD 2, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F2, Ml 9, XP 75, #Ap 1 in 8"
9,BEAR,Owlbear,Owlbear,15,,5,5,2 claws/1 bite + 1 hug,1d8/1d8/1d8 + 2d8,40',1d4,F5,9,C,360,Rulebook,"Owlbear (AC 15, HD 5, #At 2 claws/1 bite + 1 hug, Dam 1d8/1d8/1d8 + 2d8, Mv 40', Sv F5, Ml 9)","Owlbear: AC 15, HD 5, #At 2 claws/1 bite + 1 hug, Dam 1d8/1d8/1d8 + 2d8, Mv 40', Sv F5, Ml 9","Owlbear (AC 15, HD 5, #At 2 claws/1 bite + 1 hug, Dam 1d8/1d8/1d8 + 2d8, Mv 40', Sv F5, Ml 9)","Owlbear: AC 15, HD 5, #At 2 claws/1 bite + 1 hug, Dam 1d8/1d8/1d8 + 2d8, Mv 40', Sv F5, Ml 9","Owlbear: AC 15, HD 5, #At 2 claws/1 bite + 1 hug, Dam 1d8/1d8/1d8 + 2d8, Mv 40', Sv F5, Ml 9, XP 360, #Ap 1d4"
9,HORSE,Pegasus,Pegasus,15,,4,4,2 hooves,1d6/1d6,80' (10') Fly 160' (10'),Wild 1d12,F2,8,,240,Rulebook,"Pegasus (AC 15, HD 4, #At 2 hooves, Dam 1d6/1d6, Mv 80' (10') Fly 160' (10'), Sv F2, Ml 8)","Pegasus: AC 15, HD 4, #At 2 hooves, Dam 1d6/1d6, Mv 80' (10') Fly 160' (10'), Sv F2, Ml 8","Pegasus (AC 15, HD 4, #At 2 hooves, Dam 1d6/1d6, Mv 80' (10') Fly 160' (10'), Sv F2, Ml 8)","Pegasus: AC 15, HD 4, #At 2 hooves, Dam 1d6/1d6, Mv 80' (10') Fly 160' (10'), Sv F2, Ml 8","Pegasus: AC 15, HD 4, #At 2 hooves, Dam 1d6/1d6, Mv 80' (10') Fly 160' (10'), Sv F2, Ml 8, XP 240, #Ap Wild 1d12"
9,FAIRY KIND,Pixie,Pixie,17,,1***,1,1 dagger,1d4,30' Fly 60',2d4 Wild/Lair 10d4,F20 (+Elf bonuses),7,"R, S",61,Rulebook,"Pixie (AC 17, HD 1***, #At 1 dagger, Dam 1d4, Mv 30' Fly 60', Sv F20 (+Elf bonuses), Ml 7)","Pixie: AC 17, HD 1***, #At 1 dagger, Dam 1d4, Mv 30' Fly 60', Sv F20 (+Elf bonuses), Ml 7","Pixie (AC 17, HD 1***, #At 1 dagger, Dam 1d4, Mv 30' Fly 60', Sv F20 (+Elf bonuses), Ml 7)","Pixie: AC 17, HD 1***, #At 1 dagger, Dam 1d4, Mv 30' Fly 60', Sv F20 (+Elf bonuses), Ml 7","Pixie: AC 17, HD 1***, #At 1 dagger, Dam 1d4, Mv 30' Fly 60', Sv F20 (+Elf bonuses), Ml 7, XP 61, #Ap 2d4 Wild/Lair 10d4"
9,HORSE,Pony,Pony,13,,1,1,1 bite,1d4,40' (10'),domestic only,F1,6 (9),,25,Rulebook,"Pony (AC 13, HD 1, #At 1 bite, Dam 1d4, Mv 40' (10'), Sv F1, Ml 6 (9))","Pony: AC 13, HD 1, #At 1 bite, Dam 1d4, Mv 40' (10'), Sv F1, Ml 6 (9)","Pony (AC 13, HD 1, #At 1 bite, Dam 1d4, Mv 40' (10'), Sv F1, Ml 6 (9))","Pony: AC 13, HD 1, #At 1 bite, Dam 1d4, Mv 40' (10'), Sv F1, Ml 6 (9)","Pony: AC 13, HD 1, #At 1 bite, Dam 1d4, Mv 40' (10'), Sv F1, Ml 6 (9), XP 25, #Ap domestic only"
9,PREHISTORIC,Pteranodon,Pteranodon,13,,5,5,1,2d6,Fly 60' (15'),Wild 1d4,F3,8,,360,Rulebook,"Pteranodon (AC 13, HD 5, #At 1, Dam 2d6, Mv Fly 60' (15'), Sv F3, Ml 8)","Pteranodon: AC 13, HD 5, #At 1, Dam 2d6, Mv Fly 60' (15'), Sv F3, Ml 8","Pteranodon (AC 13, HD 5, #At 1, Dam 2d6, Mv Fly 60' (15'), Sv F3, Ml 8)","Pteranodon: AC 13, HD 5, #At 1, Dam 2d6, Mv Fly 60' (15'), Sv F3, Ml 8","Pteranodon: AC 13, HD 5, #At 1, Dam 2d6, Mv Fly 60' (15'), Sv F3, Ml 8, XP 360, #Ap Wild 1d4"
9,PREHISTORIC,Pteranodon,Pteranodon,13,,5,5,1,2d6,Fly 60' (15'),Wild 1d4,F3,8,,360,Rulebook,"Pteranodon (AC 13, HD 5, #At 1, Dam 2d6, Mv Fly 60' (15'), Sv F3, Ml 8)","Pteranodon: AC 13, HD 5, #At 1, Dam 2d6, Mv Fly 60' (15'), Sv F3, Ml 8","Pteranodon (AC 13, HD 5, #At 1, Dam 2d6, Mv Fly 60' (15'), Sv F3, Ml 8)","Pteranodon: AC 13, HD 5, #At 1, Dam 2d6, Mv Fly 60' (15'), Sv F3, Ml 8","Pteranodon: AC 13, HD 5, #At 1, Dam 2d6, Mv Fly 60' (15'), Sv F3, Ml 8, XP 360, #Ap Wild 1d4"
9,PREHISTORIC,Pterodactyl,Pterodactyl,12,,1,1,1,1d4,Fly 60' (10'),Wild 2d4 ,F1,7,None ,25 ,Rulebook,"Pterodactyl (AC 12, HD 1, #At 1, Dam 1d4, Mv Fly 60' (10'), Sv F1, Ml 7)","Pterodactyl: AC 12, HD 1, #At 1, Dam 1d4, Mv Fly 60' (10'), Sv F1, Ml 7","Pterodactyl (AC 12, HD 1, #At 1, Dam 1d4, Mv Fly 60' (10'), Sv F1, Ml 7)","Pterodactyl: AC 12, HD 1, #At 1, Dam 1d4, Mv Fly 60' (10'), Sv F1, Ml 7","Pterodactyl: AC 12, HD 1, #At 1, Dam 1d4, Mv Fly 60' (10'), Sv F1, Ml 7, XP 25 , #Ap Wild 2d4 "
9,PREHISTORIC,Pterodactyl,Pterodactyl,12,,1,1,1,1d4,Fly 60' (10'),Wild 2d4,F1,7,,25,Rulebook,"Pterodactyl (AC 12, HD 1, #At 1, Dam 1d4, Mv Fly 60' (10'), Sv F1, Ml 7)","Pterodactyl: AC 12, HD 1, #At 1, Dam 1d4, Mv Fly 60' (10'), Sv F1, Ml 7","Pterodactyl (AC 12, HD 1, #At 1, Dam 1d4, Mv Fly 60' (10'), Sv F1, Ml 7)","Pterodactyl: AC 12, HD 1, #At 1, Dam 1d4, Mv Fly 60' (10'), Sv F1, Ml 7","Pterodactyl: AC 12, HD 1, #At 1, Dam 1d4, Mv Fly 60' (10'), Sv F1, Ml 7, XP 25, #Ap Wild 2d4"
9,SIMPLE LIFE,Purple Worm,Purple Worm,16,,11* (+9) to 20* (+13),11* (+9) to 20* (+13),1 bite/1 sting,2d8/1d8+poison,20' (15'),1d2 Wild 1d4,F6 to F10 (1/2 Hit Dice),10,,"1,670 – 5,450",Rulebook,"Purple Worm (AC 16, HD 11* (+9) to 20* (+13), #At 1 bite/1 sting, Dam 2d8/1d8+poison, Mv 20' (15'), Sv F6 to F10 (1/2 Hit Dice), Ml 10)","Purple Worm: AC 16, HD 11* (+9) to 20* (+13), #At 1 bite/1 sting, Dam 2d8/1d8+poison, Mv 20' (15'), Sv F6 to F10 (1/2 Hit Dice), Ml 10","Purple Worm (AC 16, HD 11* (+9) to 20* (+13), #At 1 bite/1 sting, Dam 2d8/1d8+poison, Mv 20' (15'), Sv F6 to F10 (1/2 Hit Dice), Ml 10)","Purple Worm: AC 16, HD 11* (+9) to 20* (+13), #At 1 bite/1 sting, Dam 2d8/1d8+poison, Mv 20' (15'), Sv F6 to F10 (1/2 Hit Dice), Ml 10","Purple Worm: AC 16, HD 11* (+9) to 20* (+13), #At 1 bite/1 sting, Dam 2d8/1d8+poison, Mv 20' (15'), Sv F6 to F10 (1/2 Hit Dice), Ml 10, XP 1,670 – 5,450, #Ap 1d2 Wild 1d4"
9,ANIMAL,Giant Rat,"Rat, Giant",13,,1d4 HP*,0,1 bite,1d4 + 5% chance of disease,40' Swim 20',3d6 Wild/Lair 3d10,F1,8,C,13,Rulebook,"Giant Rat (AC 13, HD 1d4 HP*, #At 1 bite, Dam 1d4 + 5% chance of disease, Mv 40' Swim 20', Sv F1, Ml 8)","Giant Rat: AC 13, HD 1d4 HP*, #At 1 bite, Dam 1d4 + 5% chance of disease, Mv 40' Swim 20', Sv F1, Ml 8","Giant Rat (AC 13, HD 1d4 HP*, #At 1 bite, Dam 1d4 + 5% chance of disease, Mv 40' Swim 20', Sv F1, Ml 8)","Giant Rat: AC 13, HD 1d4 HP*, #At 1 bite, Dam 1d4 + 5% chance of disease, Mv 40' Swim 20', Sv F1, Ml 8","Rat, Giant: AC 13, HD 1d4 HP*, #At 1 bite, Dam 1d4 + 5% chance of disease, Mv 40' Swim 20', Sv F1, Ml 8, XP 13, #Ap 3d6 Wild/Lair 3d10"
9,ANIMAL,Rat,"Rat, Normal",11,,1 HP,0,1 bite per pack,1d6 + disease,20' Swim 10',5d10 ,NM,5,None ,360* ,Rulebook,"Rat (AC 11, HD 1 HP, #At 1 bite per pack, Dam 1d6 + disease, Mv 20' Swim 10', Sv NM, Ml 5)","Rat: AC 11, HD 1 HP, #At 1 bite per pack, Dam 1d6 + disease, Mv 20' Swim 10', Sv NM, Ml 5","Rat (AC 11, HD 1 HP, #At 1 bite per pack, Dam 1d6 + disease, Mv 20' Swim 10', Sv NM, Ml 5)","Rat: AC 11, HD 1 HP, #At 1 bite per pack, Dam 1d6 + disease, Mv 20' Swim 10', Sv NM, Ml 5","Rat, Normal: AC 11, HD 1 HP, #At 1 bite per pack, Dam 1d6 + disease, Mv 20' Swim 10', Sv NM, Ml 5, XP 360* , #Ap 5d10 "
9,SPIDER LIKE,Giant Rhagodessa,"Rhagodessa, Giant",16,,4,4,2 legs/1 bite,grab/grab/2d8,50',1d4 Wild/Lair 1d6,F4,9,U,240,Rulebook,"Giant Rhagodessa (AC 16, HD 4, #At 2 legs/1 bite, Dam grab/grab/2d8, Mv 50', Sv F4, Ml 9)","Giant Rhagodessa: AC 16, HD 4, #At 2 legs/1 bite, Dam grab/grab/2d8, Mv 50', Sv F4, Ml 9","Giant Rhagodessa (AC 16, HD 4, #At 2 legs/1 bite, Dam grab/grab/2d8, Mv 50', Sv F4, Ml 9)","Giant Rhagodessa: AC 16, HD 4, #At 2 legs/1 bite, Dam grab/grab/2d8, Mv 50', Sv F4, Ml 9","Rhagodessa, Giant: AC 16, HD 4, #At 2 legs/1 bite, Dam grab/grab/2d8, Mv 50', Sv F4, Ml 9, XP 240, #Ap 1d4 Wild/Lair 1d6"
9,ANIMAL,Black Rhinoceros,"Rhinoceros, Black",17,,8,8,1 butt or 1 trample,2d6 or 2d8,40' (15'),Wild 1d12 ,F6,6,None ,875 ,Rulebook,"Black Rhinoceros (AC 17, HD 8, #At 1 butt or 1 trample, Dam 2d6 or 2d8, Mv 40' (15'), Sv F6, Ml 6)","Black Rhinoceros: AC 17, HD 8, #At 1 butt or 1 trample, Dam 2d6 or 2d8, Mv 40' (15'), Sv F6, Ml 6","Black Rhinoceros (AC 17, HD 8, #At 1 butt or 1 trample, Dam 2d6 or 2d8, Mv 40' (15'), Sv F6, Ml 6)","Black Rhinoceros: AC 17, HD 8, #At 1 butt or 1 trample, Dam 2d6 or 2d8, Mv 40' (15'), Sv F6, Ml 6","Rhinoceros, Black: AC 17, HD 8, #At 1 butt or 1 trample, Dam 2d6 or 2d8, Mv 40' (15'), Sv F6, Ml 6, XP 875 , #Ap Wild 1d12 "
9,ANIMAL,Woolly Rhinoceros,"Rhinoceros, Woolly",19,,12 (+10),12,1 butt or 1 trample,2d8 or 2d12,40' (15'),Wild 1d8,F8,6,,"1,875",Rulebook,"Woolly Rhinoceros (AC 19, HD 12 (+10), #At 1 butt or 1 trample, Dam 2d8 or 2d12, Mv 40' (15'), Sv F8, Ml 6)","Woolly Rhinoceros: AC 19, HD 12 (+10), #At 1 butt or 1 trample, Dam 2d8 or 2d12, Mv 40' (15'), Sv F8, Ml 6","Woolly Rhinoceros (AC 19, HD 12 (+10), #At 1 butt or 1 trample, Dam 2d8 or 2d12, Mv 40' (15'), Sv F8, Ml 6)","Woolly Rhinoceros: AC 19, HD 12 (+10), #At 1 butt or 1 trample, Dam 2d8 or 2d12, Mv 40' (15'), Sv F8, Ml 6","Rhinoceros, Woolly: AC 19, HD 12 (+10), #At 1 butt or 1 trample, Dam 2d8 or 2d12, Mv 40' (15'), Sv F8, Ml 6, XP 1,875, #Ap Wild 1d8"
9,BIRD,Giant Roc,"Roc, Giant",18,,32 (+16),32,2 claws/1 bite,3d6/3d6/6d6,20' Fly 160' (10'),Wild 1,F32,10,I,"14,250",Rulebook,"Giant Roc (AC 18, HD 32 (+16), #At 2 claws/1 bite, Dam 3d6/3d6/6d6, Mv 20' Fly 160' (10'), Sv F32, Ml 10)","Giant Roc: AC 18, HD 32 (+16), #At 2 claws/1 bite, Dam 3d6/3d6/6d6, Mv 20' Fly 160' (10'), Sv F32, Ml 10","Giant Roc (AC 18, HD 32 (+16), #At 2 claws/1 bite, Dam 3d6/3d6/6d6, Mv 20' Fly 160' (10'), Sv F32, Ml 10)","Giant Roc: AC 18, HD 32 (+16), #At 2 claws/1 bite, Dam 3d6/3d6/6d6, Mv 20' Fly 160' (10'), Sv F32, Ml 10","Roc, Giant: AC 18, HD 32 (+16), #At 2 claws/1 bite, Dam 3d6/3d6/6d6, Mv 20' Fly 160' (10'), Sv F32, Ml 10, XP 14,250, #Ap Wild 1"
9,BIRD,Large Roc,"Roc, Large",18,,12 (+10),12,2 claws/1 bite,1d8/1d8/2d10,20' Fly 160' (10'),Wild 1d8 ,F12,9,I ,"1,875 ",Rulebook,"Large Roc (AC 18, HD 12 (+10), #At 2 claws/1 bite, Dam 1d8/1d8/2d10, Mv 20' Fly 160' (10'), Sv F12, Ml 9)","Large Roc: AC 18, HD 12 (+10), #At 2 claws/1 bite, Dam 1d8/1d8/2d10, Mv 20' Fly 160' (10'), Sv F12, Ml 9","Large Roc (AC 18, HD 12 (+10), #At 2 claws/1 bite, Dam 1d8/1d8/2d10, Mv 20' Fly 160' (10'), Sv F12, Ml 9)","Large Roc: AC 18, HD 12 (+10), #At 2 claws/1 bite, Dam 1d8/1d8/2d10, Mv 20' Fly 160' (10'), Sv F12, Ml 9","Roc, Large: AC 18, HD 12 (+10), #At 2 claws/1 bite, Dam 1d8/1d8/2d10, Mv 20' Fly 160' (10'), Sv F12, Ml 9, XP 1,875 , #Ap Wild 1d8 "
9,BIRD,Small Roc,"Roc, Small",18,,6,6,2 claws/1 bite,1d6/1d6/2d6,20' Fly 160' (10'),Wild 1d12 ,F6,8,I ,500 ,Rulebook,"Small Roc (AC 18, HD 6, #At 2 claws/1 bite, Dam 1d6/1d6/2d6, Mv 20' Fly 160' (10'), Sv F6, Ml 8)","Small Roc: AC 18, HD 6, #At 2 claws/1 bite, Dam 1d6/1d6/2d6, Mv 20' Fly 160' (10'), Sv F6, Ml 8","Small Roc (AC 18, HD 6, #At 2 claws/1 bite, Dam 1d6/1d6/2d6, Mv 20' Fly 160' (10'), Sv F6, Ml 8)","Small Roc: AC 18, HD 6, #At 2 claws/1 bite, Dam 1d6/1d6/2d6, Mv 20' Fly 160' (10'), Sv F6, Ml 8","Roc, Small: AC 18, HD 6, #At 2 claws/1 bite, Dam 1d6/1d6/2d6, Mv 20' Fly 160' (10'), Sv F6, Ml 8, XP 500 , #Ap Wild 1d12 "
9,ANIMAL,Rock Baboon,Rock Baboon,14,,2,2,1 club/1 bite,1d6/1d4,40',2d6 Wild 2d6 Lair 5d6,F2,8,,75,Rulebook,"Rock Baboon (AC 14, HD 2, #At 1 club/1 bite, Dam 1d6/1d4, Mv 40', Sv F2, Ml 8)","Rock Baboon: AC 14, HD 2, #At 1 club/1 bite, Dam 1d6/1d4, Mv 40', Sv F2, Ml 8","Rock Baboon (AC 14, HD 2, #At 1 club/1 bite, Dam 1d6/1d4, Mv 40', Sv F2, Ml 8)","Rock Baboon: AC 14, HD 2, #At 1 club/1 bite, Dam 1d6/1d4, Mv 40', Sv F2, Ml 8","Rock Baboon: AC 14, HD 2, #At 1 club/1 bite, Dam 1d6/1d4, Mv 40', Sv F2, Ml 8, XP 75, #Ap 2d6 Wild 2d6 Lair 5d6"
9,SIMPLE LIFE,Rot Grub,Rot Grub,10,Will burrow to the heart in 1d3 turns unless cut out/burned out (2d6 damage) first round - cure disease only save after that.,1 HP,0,1 bite,special,5',5d4,F1,12,,16,Rulebook,"Rot Grub (AC 10, HD 1 HP, #At 1 bite, Dam special, Mv 5', Sv F1, Ml 12)","Rot Grub: AC 10, HD 1 HP, #At 1 bite, Dam special, Mv 5', Sv F1, Ml 12","Rot Grub (AC 10, HD 1 HP, #At 1 bite, Dam special, Mv 5', Sv F1, Ml 12)","Rot Grub: AC 10, HD 1 HP, #At 1 bite, Dam special, Mv 5', Sv F1, Ml 12","Rot Grub: AC 10, HD 1 HP, #At 1 bite, Dam special, Mv 5', Sv F1, Ml 12, XP 16, #Ap 5d4"
9,FANTASTIC,Rust Monster*,Rust Monster*,18,rusts metal,5*,5,1,special,40',1d4,F5,7,,405,Rulebook,"Rust Monster* (AC 18, HD 5*, #At 1, Dam special, Mv 40', Sv F5, Ml 7)","Rust Monster*: AC 18, HD 5*, #At 1, Dam special, Mv 40', Sv F5, Ml 7","Rust Monster* (AC 18, HD 5*, #At 1, Dam special, Mv 40', Sv F5, Ml 7)","Rust Monster*: AC 18, HD 5*, #At 1, Dam special, Mv 40', Sv F5, Ml 7","Rust Monster*: AC 18, HD 5*, #At 1, Dam special, Mv 40', Sv F5, Ml 7, XP 405, #Ap 1d4"
